0,103224
299778,1067
1390184,853
181166,691
43924,654
87997,589
54961,568
279039,383
673262,369
1245018,357
1288382,340
145528,328
744400,312
740383,305
640063,301
618647,289
338625,284
706151,265
652597,255
391003,247
61163,241
27730,236
480267,235
752478,218
357130,216
533080,208
345963,202
813038,194
1223326,191
304853,189
294554,185
794379,183
488774,176
733684,175
487629,172
650093,171
619666,171
371076,171
806976,169
1359496,166
352046,164
306864,161
205394,159
593015,158
712900,149
640779,149
922696,144
627130,142
202162,139
483505,137
504896,134
345318,134
370818,133
43682,131
660150,130
198204,128
747694,128
242360,124
487241,119
895273,117
628449,115
400751,113
522621,112
342588,110
375196,110
294192,110
736746,110
328604,107
487240,106
45402,105
64144,105
272207,103
495802,103
790420,100
738588,100
864598,99
647812,99
362224,98
307564,96
408164,95
394902,94
744401,93
391838,90
395678,90
306575,90
1654690,90
1654532,90
465674,87
47300,86
841474,85
406190,85
49131,85
222557,85
522414,84
254099,84
26641,84
621602,84
1252132,84
576703,82
243773,81
854428,80
863473,80
48340,80
609205,80
1120339,79
286838,78
739783,77
786091,76
775909,76
486267,74
429658,74
255378,74
491948,74
1362558,73
391871,73
323792,72
689775,72
728103,72
127083,71
527327,71
582123,71
554661,71
853992,69
782208,69
290037,69
250488,68
305188,67
285601,67
783880,67
487562,67
325492,67
901039,67
740173,66
378182,65
205348,65
27768,64
145532,63
272011,63
158963,63
586186,63
181168,62
338216,62
195126,61
915003,61
633051,60
158768,59
682442,59
430948,58
1620629,58
351013,57
537634,57
713909,56
644038,56
734789,56
1488080,56
656912,56
622491,55
237143,55
32492,55
646401,55
744404,54
162065,54
306627,54
852758,54
730379,53
761152,53
782449,53
589258,53
589372,53
735550,52
224457,52
647004,52
835777,52
134289,52
1281184,51
339912,51
1654692,51
1359498,51
841572,51
430034,50
303932,50
822489,50
37882,49
341123,49
639409,49
343530,49
682849,49
644105,49
661374,48
591376,48
759033,48
359261,47
875992,47
1388336,47
255996,47
340705,47
144904,47
758115,47
711538,47
195708,46
429465,46
591040,46
471686,46
522415,46
700866,46
252419,46
255673,45
665412,45
809761,45
604987,45
711542,45
807304,45
257360,44
647003,44
671271,44
307080,44
839959,44
1591103,44
639628,44
313511,43
439151,43
1236487,43
696373,43
383627,43
357890,43
588021,43
963505,43
475906,43
502268,43
345315,42
1121892,42
709950,42
511160,42
570842,41
552686,41
186478,41
711552,41
728113,41
671272,41
690839,41
689791,41
1474251,41
269218,41
819715,40
1313072,39
737439,39
739893,39
276540,39
559956,38
456851,38
185489,38
551426,38
536012,38
107061,37
508054,37
215091,37
571263,37
428581,37
289619,37
370817,37
304168,37
458911,37
728114,37
700859,36
669628,36
612496,36
1264209,35
134047,35
195127,35
1654694,35
711551,35
660149,35
697276,35
1358089,35
256204,35
876837,35
591979,35
1435320,35
1331417,35
393756,35
391829,34
876836,34
670459,34
558296,34
181162,34
485478,34
390879,34
607929,34
256206,34
504891,34
713923,33
709948,33
527189,33
561191,33
774785,33
728109,33
335731,33
162130,33
538478,33
464648,32
655753,32
233657,32
701586,32
286836,32
239743,32
345737,32
1184998,32
51345,32
1305021,32
1233495,32
255985,32
506141,32
821076,31
1641123,31
152748,31
627143,31
653501,31
321180,31
806610,31
64379,31
633046,31
87908,31
811852,30
892576,30
391827,30
220986,30
889241,30
295846,30
736775,30
714930,30
463524,30
850173,30
25698,30
626094,30
840695,30
540682,30
776408,30
287226,29
287536,29
700665,29
59407,29
488048,29
313479,29
1194526,29
768483,29
355749,29
47897,29
684062,29
344254,28
751423,28
846915,28
867864,28
391834,28
376251,28
637523,28
272142,28
732150,28
787525,28
571258,28
1240419,28
303084,28
729522,27
487563,27
468605,27
661639,27
290343,27
358133,27
253269,27
657571,27
414851,27
325497,27
845492,27
1422141,27
286221,27
1614087,27
173595,27
331953,27
553300,27
731067,26
352088,26
1432092,26
231759,26
634575,26
1357665,26
843280,26
544994,26
1420057,26
40010,26
1096028,26
579185,26
843746,26
327212,26
503279,26
804308,26
131621,26
551518,26
693654,26
571259,26
306189,26
723875,26
207866,25
197269,25
709013,25
512736,25
873567,25
423309,25
184231,25
41485,25
391815,25
809758,25
345990,25
1196429,25
1215307,25
45517,25
282222,24
238496,24
378886,24
717704,24
551492,24
486776,24
378624,24
457428,24
811410,24
710394,24
711547,24
195716,24
649382,24
255941,24
627119,24
523965,24
428612,24
362835,24
459351,24
868107,24
321174,23
621573,23
480372,23
148282,23
606361,23
913954,23
669359,23
487244,23
711079,23
898797,23
338505,23
853834,23
1327579,23
1305020,23
301366,23
266127,23
52528,23
394359,23
504101,23
482306,23
466768,23
670461,22
831263,22
713922,22
597050,22
513847,22
286835,22
576127,22
144466,22
276353,22
241569,22
319603,22
150867,22
433502,22
1223814,22
327355,22
238378,22
366349,22
753647,22
733859,22
549863,22
631452,22
690224,22
695703,22
684774,22
699503,22
289786,21
593382,21
583855,21
713905,21
702469,21
840234,21
708239,21
622568,21
551519,21
721099,21
349865,21
550304,21
606939,21
1118685,21
1431829,21
456659,21
1614095,21
667303,20
1435426,20
