,recID,oldRef,newRef,metaData
24551688,1315335,1253647,1253647,"{'reference': {'urls': [{'value': 'http://doi.org/'}], 'collaborations': ['ATLAS Collaboration'], 'misc': ['(Sep)'], 'publication_info': {'year': 2013}, 'label': '23', 'dois': ['10.7484/INSPIREHEP.DATA.RF5P.6M3K']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1253647'}, 'recid': 1253647}"
24551689,1315335,1253648,1253648,"{'reference': {'urls': [{'value': 'http://doi.org/'}], 'collaborations': ['ATLAS Collaboration'], 'misc': ['(Sep)'], 'publication_info': {'year': 2013}, 'label': '24', 'dois': ['10.7484/INSPIREHEP.DATA.26B4.TY5F']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1253648'}, 'recid': 1253648}"
24627499,1374648,0,1391419,"{'reference': {'title': {'title': 'bssim: bssim-v2.0'}, 'misc': ['Online. Available:'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Basaglia, T.'}], 'label': '31', 'dois': ['10.5281/zenodo.18169']}}"
24736528,1351448,1326686,1326686,"{'reference': {'label': '85', 'misc': ['MadAnalysis 5 implementation of ATLAS-SUSY--11: di-leptons plus MET, (2014)'], 'dois': ['10.7484/INSPIREHEP.DATA.HLMR.T56W.2'], 'publication_info': {'year': 2013}, 'authors': [{'full_name': 'Dumont, B.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1326686'}, 'recid': 1326686}"
24819726,1357154,1391415,1391415,"{'reference': {'misc': ['triangle.py v0.1.1, zenodo'], 'dois': ['10.5281/zenodo.11020'], 'publication_info': {'year': 2014}, 'authors': [{'full_name': 'Foreman-Mackey, D.'}, {'full_name': 'Price-Whelan, A.'}, {'full_name': 'Ryan, G.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391415'}, 'recid': 1391415}"
25060641,1402808,1402144,1402144,"{'reference': {'urls': [{'value': 'https://inspirehep.net/record/1402144'}], 'misc': ['MadAnalysis 5 implementation of CMS-B2G-12-012 URL'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Barducci, D.'}, {'full_name': 'Delaunay, C.'}], 'label': '42', 'dois': ['10.7484/INSPIREHEP.DATA.GRGZ.FST3']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1402144'}, 'recid': 1402144}"
25393024,1467222,1466181,1466181,"{'reference': {'urls': [{'value': 'http://flav-io.github.io'}], 'misc': ['flavio v0.6.0 (may) URL'], 'publication_info': {'year': 2016}, 'authors': [{'full_name': 'Straub, D.M.'}], 'label': '49', 'dois': ['10.5281/zenodo.50951']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1466181'}, 'recid': 1466181}"
25568214,1474399,1301484,1301484,"{'reference': {'label': '76', 'urls': [{'value': 'http://madanalysis.irmp.ucl.ac.be/rawattachment/wiki/PublicAnalysisDatabase/ma5_validation_CMS-SUS-13-011.pdf'}], 'misc': ['MadAnalysis 5 implementation of CMS-SUS-13-011: search for stops in the single lepton final state at 8 TeV (validation material in'], 'dois': ['10.7484/INSPIREHEP.DATA.LR5T.2RR3'], 'authors': [{'full_name': 'Dumont, B.'}, {'full_name': 'Fuks, B.'}, {'full_name': 'Wymant, C.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1301484'}, 'recid': 1301484}"
25581861,1394175,0,1399459,"{'reference': {'label': '66', 'title': {'title': 'asqtad.en06a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en06a/1178158'], 'publication_info': {'year': 2015}}}"
25581862,1394175,0,1399431,"{'reference': {'label': '67', 'title': {'title': 'asqtad.en06b'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en06b/1178159'], 'publication_info': {'year': 2015}}}"
25581863,1394175,0,1399440,"{'reference': {'label': '68', 'title': {'title': 'asqtad.en05a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en05a/1178156'], 'publication_info': {'year': 2015}}}"
25581864,1394175,0,1399438,"{'reference': {'label': '69', 'title': {'title': 'asqtad.en04a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en04a/1178155'], 'publication_info': {'year': 2015}}}"
25581865,1394175,0,1399443,"{'reference': {'label': '70', 'title': {'title': 'asqtad.en15a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en15a/1178095'], 'publication_info': {'year': 2015}}}"
25581866,1394175,0,1399445,"{'reference': {'label': '71', 'title': {'title': 'asqtad.en15b'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en15b/1178096'], 'publication_info': {'year': 2015}}}"
25581867,1394175,0,1399453,"{'reference': {'label': '72', 'title': {'title': 'asqtad.en15c'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en15c/1178097'], 'publication_info': {'year': 2015}}}"
25581868,1394175,0,1399450,"{'reference': {'label': '73', 'title': {'title': 'asqtad.en14a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en14a/1178094'], 'publication_info': {'year': 2015}}}"
25581869,1394175,0,1399430,"{'reference': {'label': '74', 'title': {'title': 'asqtad.en13a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en13a/1178092'], 'publication_info': {'year': 2015}}}"
25581870,1394175,0,1399427,"{'reference': {'label': '75', 'title': {'title': 'asqtad.en13b'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en13b/1178093'], 'publication_info': {'year': 2015}}}"
25581871,1394175,0,1399457,"{'reference': {'label': '76', 'title': {'title': 'asqtad.en12a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en12a/1178091'], 'publication_info': {'year': 2015}}}"
25581872,1394175,0,1399446,"{'reference': {'label': '77', 'title': {'title': 'asqtad.en20a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en20a/1178036'], 'publication_info': {'year': 2015}}}"
25581873,1394175,0,1399444,"{'reference': {'label': '78', 'title': {'title': 'asqtad.en20b'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en20b/1178037'], 'publication_info': {'year': 2015}}}"
25581874,1394175,0,1399448,"{'reference': {'label': '79', 'title': {'title': 'asqtad.en18a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en18a/1178033'], 'publication_info': {'year': 2015}}}"
25581875,1394175,0,1399454,"{'reference': {'label': '80', 'title': {'title': 'asqtad.en18b'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en18b/1178034'], 'publication_info': {'year': 2015}}}"
25581876,1394175,0,1364957,"{'reference': {'label': '81', 'title': {'title': 'asqtad.en24a'}, 'misc': ['MILC Collaboration'], 'dois': ['10.15484/milc.asqtad.en24a/1177873'], 'publication_info': {'year': 2015}}}"
25651386,1510462,1476800,1476800,"{'reference': {'label': '49', 'misc': ['-07-19'], 'dois': ['10.7484/INSPIREHEP.DATA.GTH3.RN26'], 'publication_info': {'year': 2016}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1476800'}, 'recid': 1476800}"
25651388,1510462,1510490,1510490,"{'reference': {'label': '50', 'misc': ['-01-25'], 'dois': ['10.7484/INSPIREHEP.DATA.GTF5.RN03'], 'publication_info': {'year': 2017}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1510490'}, 'recid': 1510490}"
25995197,1517201,1304459,1388797,"{'reference': {'label': '98', 'dois': ['10.7484/INSPIREHEP.DATA.RB33.M3CD'], 'publication_info': {'journal_title': 'Phys.Rev.D', 'year': 2015, 'journal_volume': '90', 'artid': '052008'}, 'authors': [{'full_name': 'Sengupta, D.'}, {'full_name': 'Chalons, G.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1304459'}, 'recid': 1304459}"
26117377,1488114,1476800,1476800,"{'reference': {'label': '42', 'dois': ['10.7484/INSPIREHEP.DATA.GTH3.RN26']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1476800'}, 'recid': 1476800}"
26194783,1449959,1425738,1425738,"{'reference': {'label': '4', 'title': {'title': 'LIGO Open Science Center release of GW150914'}, 'misc': ['LIGO Scientific Collaboration'], 'dois': ['10.7935/K5MW2F23'], 'publication_info': {'year': 2016}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1425738'}, 'recid': 1425738}"
26874493,1596449,1391416,1391416,"{'reference': {'label': '10', 'misc': ['pypmc version 1.0, feb'], 'dois': ['10.5281/zenodo.20045'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Beaujean, F.'}, {'full_name': 'Jahn, S.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391416'}, 'recid': 1391416}"
26930554,1510436,1408964,1408964,"{'reference': {'label': '56', 'title': {'title': 'MadAnalysis5 implementation of ATLAS-SUSY-2013-04.'}, 'dois': ['10.7484/INSPIREHEP.DATA.STLS.SAMT'], 'authors': [{'full_name': 'Fuks, B.'}, {'full_name': 'Blanke, M.'}, {'full_name': 'Galon, I.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1408964'}, 'recid': 1408964}"
26930555,1510436,1305458,1305458,"{'reference': {'label': '57', 'title': {'title': 'MadAnalysis 5 implementation of CMS-SUS-13-012.'}, 'dois': ['10.7484/INSPIREHEP.DATA.83GG.U5BW'], 'authors': [{'full_name': 'Bein, S.'}, {'full_name': 'Sengupta, D.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1305458'}, 'recid': 1305458}"
26930556,1510436,1326686,1326686,"{'reference': {'label': '58', 'title': {'title': 'MadAnalysis 5 implementation of ATLAS-SUSY-2013-11: di-leptons plus MET.'}, 'dois': ['10.7484/INSPIREHEP.DATA.HLMR.T56W.2'], 'authors': [{'full_name': 'Dumont, B.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1326686'}, 'recid': 1326686}"
26968629,1413825,1328889,1328889,"{'reference': {'label': '8', 'collaborations': ['CMS collaboration'], 'misc': ['Mu primary dataset in AOD format from RunB of 2010 (/Mu/Run2010B-Apr21ReReco-v1/AOD) CERN Open Data Portal. DOI'], 'dois': ['10.7483/OPENDATA.CMS.B8MR.C4A2'], 'publication_info': {'year': 2014}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1328889'}, 'recid': 1328889}"
26968630,1413825,1328898,1328898,"{'reference': {'label': '9', 'collaborations': ['CMS collaboration'], 'misc': ['Electron primary dataset in AOD format from RunB of 2010 (/Electron/Run2010B-Apr21ReReco-v1/AOD) CERN Open Data Portal. DOI'], 'dois': ['10.7483/OPENDATA.CMS.PDY4.7H2H'], 'publication_info': {'year': 2014}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1328898'}, 'recid': 1328898}"
27079420,1602447,1391415,1391415,"{'reference': {'misc': ['triangle.py v0.1.1'], 'dois': ['10.5281/zenodo.11020'], 'publication_info': {'year': 2014}, 'authors': [{'full_name': 'Foreman-Mackey, D.'}, {'full_name': 'Price-Whelan, A.'}, {'full_name': 'Ryan, G.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391415'}, 'recid': 1391415}"
27119129,1456803,1388797,1388797,"{'reference': {'label': '51', 'urls': [{'value': 'http://doi.org/'}], 'misc': ['22'], 'dois': ['10.7484/INSPIREHEP.DATA.RB33.M3CD'], 'authors': [{'full_name': 'Sengupta, D.'}, {'full_name': 'Chalons, G.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1388797'}, 'recid': 1388797}"
27175274,1466437,1388801,1388801,"{'reference': {'urls': [{'value': 'http://doi.org/'}], 'misc': ['tech. rep'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Chalons, G.'}, {'full_name': 'Sengupta, D.'}], 'label': '39', 'dois': ['10.7484/INSPIREHEP.DATA.UYT6.GFD9']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1388801'}, 'recid': 1388801}"
27175275,1466437,1408964,1408964,"{'reference': {'urls': [{'value': 'http://doi.org/'}], 'misc': ['tech. rep'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Fuks, B.'}, {'full_name': 'Blanke, M.'}, {'full_name': 'Galon, I.'}], 'label': '40', 'dois': ['10.7484/INSPIREHEP.DATA.STLS.SAMT']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1408964'}, 'recid': 1408964}"
27202775,1397842,1326686,1326686,"{'reference': {'label': '40', 'urls': [{'value': 'http://doi.org/'}], 'dois': ['10.7484/INSPIREHEP.DATA.HLMR.T56W.2'], 'authors': [{'full_name': 'Dumont, B.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1326686'}, 'recid': 1326686}"
27202776,1397842,1347081,1347081,"{'reference': {'label': '41', 'urls': [{'value': 'http://doi.org/'}], 'dois': ['10.7484/INSPIREHEP.DATA.RT3V.9PJK'], 'authors': [{'full_name': 'Dumont, B.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1347081'}, 'recid': 1347081}"
27234447,1478266,1391422,1391422,"{'reference': {'label': 'Kapadia and Merg1255, 2015', 'misc': ['Merg 1255,, fitsjs: 0.6.6'], 'dois': ['10.5281/zenodo.16707'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Kapadia, A.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391422'}, 'recid': 1391422}"
27523452,1504174,1391415,1391415,"{'reference': {'dois': ['10.5281/zenodo.11020']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391415'}, 'recid': 1391415}"
27576178,1421164,1399451,1399451,"{'reference': {'title': {'title': 'asqtad ensemble 2064f21b679m020m050'}, 'misc': ['(MILC Collaboration)'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Aubin, C.'}], 'label': '93', 'dois': ['10.15484/milc.asqtad.en09a/1178163']}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399451'}, 'legacy_curated': True, 'recid': 1399451}"
27576179,1421164,1399441,1399441,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2064f21b679m020m050b'}, 'dois': ['10.15484/milc.asqtad.en09b/1178164'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399441'}, 'legacy_curated': True, 'recid': 1399441}"
27576180,1421164,1399459,1399459,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2064f21b676m010m050'}, 'dois': ['10.15484/milc.asqtad.en06a/1178158'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399459'}, 'legacy_curated': True, 'recid': 1399459}"
27576181,1421164,1399431,1399431,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2064f21b676m010m050b'}, 'dois': ['10.15484/milc.asqtad.en06b/1178159'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399431'}, 'legacy_curated': True, 'recid': 1399431}"
27576182,1421164,1399440,1399440,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2064f21b676m007m050'}, 'dois': ['10.15484/milc.asqtad.en05a/1178156'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399440'}, 'legacy_curated': True, 'recid': 1399440}"
27576183,1421164,1399460,1399460,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2064f21b676m007m050b'}, 'dois': ['10.15484/milc.asqtad.en05b/1178157'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399460'}, 'legacy_curated': True, 'recid': 1399460}"
27576184,1421164,1399438,1399438,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2464f21b676m005m050'}, 'dois': ['10.15484/milc.asqtad.en04a/1178155'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399438'}, 'legacy_curated': True, 'recid': 1399438}"
27576185,1421164,1399442,1399442,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2896f21b711m0124m031'}, 'dois': ['10.15484/milc.asqtad.en17a/1178099'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399442'}, 'legacy_curated': True, 'recid': 1399442}"
27576186,1421164,1399443,1399443,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2896f21b709m0062m031'}, 'dois': ['10.15484/milc.asqtad.en15a/1178095'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399443'}, 'legacy_curated': True, 'recid': 1399443}"
27576187,1421164,1399445,1399445,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 2896f21b709m0062m031b'}, 'dois': ['10.15484/milc.asqtad.en15b/1178096'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399445'}, 'legacy_curated': True, 'recid': 1399445}"
27576188,1421164,1399450,1399450,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 3296f21b7085m00465m031'}, 'dois': ['10.15484/milc.asqtad.en14a/1178094'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399450'}, 'legacy_curated': True, 'recid': 1399450}"
27576189,1421164,1399430,1399430,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 4096f21b708m0031m031a'}, 'dois': ['10.15484/milc.asqtad.en13a/1178092'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399430'}, 'legacy_curated': True, 'recid': 1399430}"
27576190,1421164,1399427,1399427,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 4096f21b708m0031m031b'}, 'dois': ['10.15484/milc.asqtad.en13b/1178093'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399427'}, 'legacy_curated': True, 'recid': 1399427}"
27576191,1421164,1399457,1399457,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 6496f21b7075m00155m031'}, 'dois': ['10.15484/milc.asqtad.en12a/1178091'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399457'}, 'legacy_curated': True, 'recid': 1399457}"
27576192,1421164,1399452,1399452,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 48144f21b748m0072m018a'}, 'dois': ['10.15484/milc.asqtad.en23a/1178040'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399452'}, 'legacy_curated': True, 'recid': 1399452}"
27576193,1421164,1399433,1399433,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 48144f21b748m0072m018b'}, 'dois': ['10.15484/milc.asqtad.en23b/1178041'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399433'}, 'legacy_curated': True, 'recid': 1399433}"
27576194,1421164,1399446,1399446,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 48144f21b747m0036m018a'}, 'dois': ['10.15484/milc.asqtad.en20a/1178036'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399446'}, 'legacy_curated': True, 'recid': 1399446}"
27576195,1421164,1399444,1399444,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 48144f21b747m0036m018b'}, 'dois': ['10.15484/milc.asqtad.en20b/1178037'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399444'}, 'legacy_curated': True, 'recid': 1399444}"
27576196,1421164,1399429,1399429,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 56144f21b7465m0025m018'}, 'dois': ['10.15484/milc.asqtad.en19a/1178035'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399429'}, 'legacy_curated': True, 'recid': 1399429}"
27576197,1421164,1399448,1399448,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 64144f21b746m0018m018a'}, 'dois': ['10.15484/milc.asqtad.en18a/1178033'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399448'}, 'legacy_curated': True, 'recid': 1399448}"
27576198,1421164,1399454,1399454,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 64144f21b746m0018m018b'}, 'dois': ['10.15484/milc.asqtad.en18b/1178034'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1399454'}, 'legacy_curated': True, 'recid': 1399454}"
27576199,1421164,1364957,1364957,"{'reference': {'label': '93', 'title': {'title': 'asqtad ensemble 64192f21b781m0028m014'}, 'dois': ['10.15484/milc.asqtad.en24a/1177873'], 'publication_info': {'year': 2015}}, 'curated_relation': True, 'record': {'$ref': 'http://localhost:5000/api/literature/1364957'}, 'legacy_curated': True, 'recid': 1364957}"
27638782,1481184,1425738,1425738,"{'reference': {'label': '20', 'title': {'title': 'LIGO Open Science Center release of GW150914'}, 'misc': ['LIGO Scientific Collaboration'], 'dois': ['10.7935/K5MW2F23'], 'publication_info': {'year': 2016}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1425738'}, 'recid': 1425738}"
27798294,1468169,1391423,1391423,"{'reference': {'label': '50', 'title': {'title': 'lsqfit v4.8.5.1'}, 'misc': ['dx.doi.org/'], 'dois': ['10.5281/zenodo.10236'], 'authors': [{'full_name': 'Lepage, G.P.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391423'}, 'recid': 1391423}"
27957485,1473827,1391416,1391416,"{'reference': {'label': '5', 'dois': ['10.5281/zenodo.20045'], 'publication_info': {'year': 2015}, 'authors': [{'full_name': 'Beaujean, F.'}, {'full_name': 'Jahn, S.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391416'}, 'recid': 1391416}"
28024548,1409486,1301484,1301484,"{'reference': {'label': '63', 'title': {'title': 'MadAnalysis 5 implementation of CMS-SUS-13-011: search for stops in the single lepton final state at 8 TeV'}, 'dois': ['10.7484/INSPIREHEP.DATA.LR5T.2RR3'], 'authors': [{'full_name': 'Dumont, B.'}, {'full_name': 'Fuks, B.'}, {'full_name': 'Wymant, C.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1301484'}, 'recid': 1301484}"
28024549,1409486,1305458,1305458,"{'reference': {'label': '64', 'title': {'title': 'MadAnalysis 5 implementation of CMS-SUS-13-012'}, 'dois': ['10.7484/INSPIREHEP.DATA.83GG.U5BW'], 'authors': [{'full_name': 'Bein, S.'}, {'full_name': 'Sengupta, D.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1305458'}, 'recid': 1305458}"
28024553,1409486,1408964,1408964,"{'reference': {'label': '68', 'title': {'title': 'MadAnalysis5 implementation of ATLAS-SUSY-2013-04'}, 'dois': ['10.7484/INSPIREHEP.DATA.STLS.SAMT'], 'authors': [{'full_name': 'Fuks, B.'}, {'full_name': 'Blanke, M.'}, {'full_name': 'Galon, I.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1408964'}, 'recid': 1408964}"
28252520,1598276,1476800,1476800,"{'reference': {'label': '53', 'dois': ['10.7484/INSPIREHEP.DATA.GTH3.RN26']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1476800'}, 'recid': 1476800}"
28252528,1598276,1510490,1510490,"{'reference': {'label': '60', 'dois': ['10.7484/INSPIREHEP.DATA.GTF5.RN03']}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1510490'}, 'recid': 1510490}"
28258062,1591972,0,1328897,"{'reference': {'label': '76', 'collaborations': ['CMS Collaboration'], 'misc': ['Jet primary dataset in AOD format from RunB of 2010 /Jet/Run2010B-Apr21ReReco-v1/AOD, CERN Open Data Portal DOI:'], 'dois': ['10.7483/OPENDATA.CMS.3S7F.2E9W'], 'publication_info': {'year': 2014}}}"
28527004,1486091,1301484,1301484,"{'reference': {'label': '105', 'misc': ['MadAnalysis 5 implementation of CMS-SUS-13-011: search for stops in the single lepton final state at 8 TeV'], 'dois': ['10.7484/INSPIREHEP.DATA.LR5T.2RR3'], 'publication_info': {'year': 2014}, 'authors': [{'full_name': 'Dumont, B.'}, {'full_name': 'Fuks, B.'}, {'full_name': 'Wymant, C.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1301484'}, 'recid': 1301484}"
28528432,1485698,1476800,1476800,"{'reference': {'label': '79', 'dois': ['10.7484/INSPIREHEP.DATA.GTH3.RN26'], 'authors': [{'full_name': 'Sengupta, D.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1476800'}, 'recid': 1476800}"
28655768,1625297,0,1328895,"{'raw_refs': [{'value': '[2] CMS Collaboration 2014 MinimumBias primary dataset in AOD format from RunB of 2010 (/MinimumBias/Run2010B-Apr21ReReco-v1/AOD) , http://doi.org/10.7483/OPENDATA.CMS.6BPY.XFRQ: http://doi.org/10.7483/OPENDATA.CMS.6BPY.XFRQ', 'schema': 'text'}], 'reference': {'label': '2', 'dois': ['10.7483/OPENDATA.CMS.6BPY.XFRQ']}}"
28655770,1625297,0,1328889,"{'raw_refs': [{'value': '[3] CMS Collaboration 2014 Mu primary dataset in AOD format from RunB of 2010 (/Mu/Run2010B-Apr21ReReco-v1/AOD) , http://doi.org/10.7483/OPENDATA.CMS.B8MR.C4A2: http://doi.org/10.7483/OPENDATA.CMS.B8MR.C4A2', 'schema': 'text'}], 'reference': {'label': '3', 'dois': ['10.7483/OPENDATA.CMS.B8MR.C4A2']}}"
28655772,1625297,0,1328903,"{'raw_refs': [{'value': '[4] CMS Collaboration 2014 Photon primary dataset in AOD format from RunB of 2010 (/Photon/Run2010B-Apr21ReReco-v1/AOD) , http://doi.org/10.7483/OPENDATA.CMS.QKAX.PSW6: http://doi.org/10.7483/OPENDATA.CMS.QKAX.PSW6', 'schema': 'text'}], 'reference': {'label': '4', 'dois': ['10.7483/OPENDATA.CMS.QKAX.PSW6']}}"
29006006,1616717,1425738,1425738,"{'reference': {'label': '27', 'misc': ['LIGO Scientific Collaboration, Data release for event GW150914'], 'dois': ['10.7935/K5MW2F23'], 'publication_info': {'year': 2016}}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1425738'}, 'recid': 1425738}"
29202177,1602448,1391415,1391415,"{'reference': {'misc': ['triangle.py v0.1.1'], 'dois': ['10.5281/zenodo.11020'], 'publication_info': {'year': 2014}, 'authors': [{'full_name': 'Foreman-Mackey, D.'}, {'full_name': 'Price-Whelan, A.'}, {'full_name': 'Ryan, G.'}]}, 'curated_relation': False, 'record': {'$ref': 'http://localhost:5000/api/literature/1391415'}, 'recid': 1391415}"
