recID,Citation_Difference,Legacy_Count,Labs_Count
1243987,9.0,3,12
701122,9.0,119,128
1114754,9.0,162,171
871496,9.0,317,326
855299,9.0,421,430
921934,9.0,7,16
1180147,9.0,40,49
1182519,9.0,262,271
147887,9.0,81,90
1083575,9.0,3,12
204493,9.0,22,31
701526,9.0,110,119
816668,9.0,307,316
218741,9.0,1,10
613462,9.0,767,776
1206610,9.0,531,540
803683,9.0,413,422
782803,9.0,41,50
1616416,9.0,16,25
640459,9.0,72,81
838502,9.0,330,339
582006,9.0,1071,1080
746042,9.0,131,140
399515,9.0,448,457
181390,9.0,18,27
265756,9.0,6,15
621398,9.0,418,427
621748,9.0,617,626
355925,9.0,81,90
644316,9.0,174,183
147018,9.0,55,64
564843,9.0,300,309
331716,9.0,7,16
651654,9.0,911,920
50073,9.0,2772,2781
930041,9.0,20,29
1191899,9.0,492,501
74902,9.0,1,10
453420,8.0,19,27
1082727,8.0,8,16
345104,8.0,123,131
825971,8.0,245,253
560129,8.0,1901,1909
661031,8.0,2472,2480
557791,8.0,55,63
1127335,8.0,175,183
81176,8.0,1067,1075
534486,8.0,3006,3014
1236629,8.0,369,377
555481,8.0,1107,1115
1260667,8.0,47,55
1126148,8.0,34,42
1298029,8.0,359,367
35053,8.0,399,407
68615,8.0,31,39
925283,8.0,28,36
616649,8.0,43,51
77955,8.0,12,20
882996,8.0,528,536
870779,8.0,53,61
12291,8.0,4239,4247
1208438,8.0,10,18
888893,8.0,153,161
800108,8.0,24,32
849580,8.0,131,139
128184,8.0,17,25
1230247,8.0,69,77
1235978,8.0,77,85
833863,8.0,93,101
871540,8.0,181,189
885251,8.0,14,22
321280,8.0,84,92
796247,8.0,2143,2151
1186734,8.0,213,221
795832,8.0,397,405
884843,8.0,18,26
11883,8.0,4599,4607
852966,8.0,221,229
1230214,8.0,467,475
1263588,8.0,5,13
601560,8.0,108,116
1263566,8.0,18,26
728418,8.0,4,12
674863,8.0,2651,2659
883771,8.0,274,282
1207954,8.0,7,15
269871,8.0,78,86
1112287,8.0,276,284
1197772,8.0,13,21
73741,8.0,21,29
902309,8.0,169,177
247106,8.0,192,200
820648,8.0,8,16
382267,8.0,10,18
1282224,8.0,7,15
504643,8.0,191,199
875856,8.0,250,258
1236933,8.0,3,11
1283046,8.0,41,49
858056,8.0,110,118
592184,8.0,4,12
226788,8.0,162,170
856179,8.0,1745,1753
382687,8.0,742,750
394513,8.0,1248,1256
786828,8.0,239,247
512766,7.0,7,14
1623327,7.0,4,11
46934,7.0,13,20
1396451,7.0,1,8
800863,7.0,64,71
753877,7.0,3,10
731071,7.0,18,25
753808,7.0,39,46
731316,7.0,563,570
501780,7.0,24,31
163912,7.0,22,29
430678,7.0,6,13
899324,7.0,124,131
123350,7.0,34,41
874738,7.0,162,169
1425603,7.0,276,283
1120926,7.0,50,57
279185,7.0,318,325
40440,7.0,4039,4046
1236436,7.0,5,12
1121392,7.0,1022,1029
113122,7.0,22,29
500112,7.0,1181,1188
1085651,7.0,359,366
1245128,7.0,2,9
1223966,7.0,405,412
46657,7.0,59,66
1241575,7.0,578,585
1241342,7.0,10,17
1119705,7.0,78,85
817857,7.0,646,653
925309,7.0,33,40
754793,7.0,358,365
826654,7.0,448,455
817466,7.0,113,120
196352,7.0,35,42
1605536,7.0,69,76
196284,7.0,21,28
551787,7.0,36,43
1231945,7.0,350,357
586746,7.0,225,232
746087,7.0,1049,1056
711514,7.0,4,11
1198478,7.0,33,40
745970,7.0,205,212
896527,7.0,108,115
173558,7.0,141,148
413235,7.0,404,411
593047,7.0,97,104
811167,7.0,303,310
